name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic
Animal Messenger,enchantment,compulsion,mind-affecting,"bard 2, druid 2, ranger 1",1 minute,"V, S, M (a morsel of food the animal likes)",0,close (25 ft. + 5 ft./2 levels),,,one Tiny animal,1 day/level,0,0,none; see text,yes,"You compel a Tiny animal to go to a spot you designate. The most common use for this spell is to get an animal to carry a message to your allies. The animal cannot be one tamed or trained by someone else, including such creatures as familiars and animal companions. Using some type of food desirable to the animal as a lure, you call the animal to you. It advances and awaits your bidding. You can mentally impress on the animal a certain place well known to you or an obvious landmark. The directions must be simple, because the animal depends on your knowledge and can't find a destination on its own. You can attach a small item or note to the messenger. The animal then goes to the designated location and waits there until the duration of the spell expires, whereupon it resumes its normal activities. During this period of waiting, the messenger allows others to approach it and remove any scroll or token it carries. The intended recipient gains no special ability to communicate with the animal or read any attached message (if it's written in a language he doesn't know, for example).","<p>You compel a Tiny animal to go to a spot you designate. The most common use for this spell is to get an animal to carry a message to your allies. The animal cannot be one tamed or trained by someone else, including such creatures as familiars and animal companions.</p><p>Using some type of food desirable to the animal as a lure, you call the animal to you. It advances and awaits your bidding. You can mentally impress on the animal a certain place well known to you or an obvious landmark. The directions must be simple, because the animal depends on your knowledge and can't find a destination on its own. You can attach a small item or note to the messenger. The animal then goes to the designated location and waits there until the duration of the spell expires, whereupon it resumes its normal activities.</p><p>During this period of waiting, the messenger allows others to approach it and remove any scroll or token it carries. The intended recipient gains no special ability to communicate with the animal or read any attached message (if it's written in a language he doesn't know, for example).</p>",PFRPG Core,1,1,1,0,0,NULL,NULL,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,,Sends a Tiny animal to a specific place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animal Messenger,11,NULL,,,,,0
Animal Shapes,transmutation,polymorph,,druid 8,1 standard action,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,,"up to one willing creature per level, all within 30 ft. of each other.",1 hour/level,1,0,none; see text,yes (harmless),"As beast shape III, except you change the form of up to one willing creature per caster level into an animal of your choice; the spell has no effect on unwilling creatures. All creatures must take the same kind of animal form. Recipients remain in the animal form until the spell expires or until you dismiss it for all recipients. In addition, an individual subject may choose to resume its normal form as a full-round action; doing so ends the spell for that subject alone.","<p>As <i>beast shape III</i>, except you change the form of up to one willing creature per caster level into an animal of your choice; the spell has no effect on unwilling creatures. All creatures must take the same kind of animal form. Recipients remain in the animal form until the spell expires or until you dismiss it for all recipients. In addition, an individual subject may choose to resume its normal form as a full-round action; doing so ends the spell for that subject alone.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,8,"Animal, Scalykind",One ally/level polymorphs into chosen animal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animal Shapes,12,NULL,,"Agility, Animals",,,0
Animal Trance,enchantment,compulsion,"mind-affecting, sonic","bard 2, druid 2",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,animals or magical beasts with Intelligence 1 or 2,concentration,0,0,Will negates,yes,"Your swaying motions and music (or singing, or chanting) compel animals and magical beasts to do nothing but watch you. Only a creature with an Intelligence score of 1 or 2 can be fascinated by this spell. Roll 2d6 to determine the total number of HD worth of creatures that you fascinate. The closest targets are selected first until no more targets within range can be affected.","<p>Your swaying motions and music (or singing, or chanting) compel animals and magical beasts to do nothing but watch you. Only a creature with an Intelligence score of 1 or 2 can be fascinated by this spell. Roll 2d6 to determine the total number of HD worth of creatures that you fascinate. The closest targets are selected first until no more targets within range can be affected.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,Scalykind,Fascinates 2d6 HD of animals.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Animal Trance,13,NULL,,,,,0
Animate Dead,necromancy,,evil,"cleric/oracle 3, sorcerer/wizard 4, antipaladin 3",1 standard action,"V, S, M (an onyx gem worth at least 25 gp per Hit Die of the undead)",1,touch,,,one or more corpses touched,instantaneous,0,0,none,no,"This spell turns corpses into undead skeletons or zombies (see the Pathfinder RPG Bestiary) that obey your spoken commands. The undead can be made to follow you, or they can be made to remain in an area and attack any creature (or just a specific kind of creature) entering the place. They remain animated until they are destroyed. A destroyed skeleton or zombie can't be animated again. Regardless of the type of undead you create with this spell, you can't create more HD of undead than twice your caster level with a single casting of animate dead. The desecrate spell doubles this limit. The undead you create remain under your control indefinitely. No matter how many times you use this spell, however, you can control only 4 HD worth of undead creatures per caster level. If you exceed this number, all the newly created creatures fall under your control, and any excess undead from previous castings become uncontrolled. You choose which creatures are released. Undead you control through the Command Undead feat do not count toward this limit. Skeletons: A skeleton can be created only from a mostly intact corpse or skeleton. The corpse must have bones. If a skeleton is made from a corpse, the flesh falls off the bones. Zombies: A zombie can be created only from a mostly intact corpse. The corpse must be that of a creature with a physical anatomy.","<p>This spell turns corpses into undead skeletons or zombies (see the <i>Pathfinder RPG</i> Bestiary) that obey your spoken commands.</p><p>The undead can be made to follow you, or they can be made to remain in an area and attack any creature (or just a specific kind of creature) entering the place. They remain animated until they are destroyed. A destroyed skeleton or zombie can't be animated again.</p><p>Regardless of the type of undead you create with this spell, you can't create more HD of undead than twice your caster level with a single casting of <i>animate dead</i>. The <i>desecrate</i> spell doubles this limit.</p><p>The undead you create remain under your control indefinitely.</p><p>No matter how many times you use this spell, however, you can control only 4 HD worth of undead creatures per caster level. If you exceed this number, all the newly created creatures fall under your control, and any excess undead from previous castings become uncontrolled. You choose which creatures are released. Undead you control through the Command Undead feat do not count toward this limit.</p><p><i>Skeletons</i>: A skeleton can be created only from a mostly intact corpse or skeleton. The corpse must have bones. If a skeleton is made from a corpse, the flesh falls off the bones.</p><p><i>Zombies</i>: A zombie can be created only from a mostly intact corpse.</p><p>The corpse must be that of a creature with a physical anatomy.</p>",PFRPG Core,1,1,1,0,0,4,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,,4,"Death, Souls",Creates undead skeletons and zombies.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Animate Dead,14,25,Undead,Plague,"Add your tier to your caster level when determining how many Hit Dice of undead you can animate with a single casting of this spell. This doesn't increase the total number of Hit Dice worth of undead you can control. By expending a second use of mythic power, you can ignore the spell's material component cost.","Augmented (6th): If you expend two uses of mythic power, any skeletons or zombies you create gain either the agile (see page 224) or savage (see page 224) mythic template. This template lasts for a number of days equal to your tier. Alternatively, if you're 8th tier and expend 10 uses of mythic power, any skeletons you create permanently gain the mythic skeleton template (see page 216).",1
Animate Objects,transmutation,,,"bard 6, cleric/oracle 6, witch 6",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),,,one Small object per caster level; see text,1 round/level,0,0,none,no,"You imbue inanimate objects with mobility and a semblance of life. Each such animated object then immediately attacks whomever or whatever you initially designate. An animated object can be of any nonmagical material. You may animate one Small or smaller object or a corresponding number of larger objects as follows: A Medium object counts as two Small or smaller objects, a Large object as four, a Huge object as eight, a Gargantuan object as 16, and a Colossal object as 32. You can change the designated target or targets as a move action, as if directing an active spell. See the Pathfinder RPG Bestiary for the statistics of animated objects. This spell cannot affect objects carried or worn by a creature. Animate objects can be made permanent with a permanency spell.","<p>You imbue inanimate objects with mobility and a semblance of life. Each such animated object then immediately attacks whomever or whatever you initially designate.</p><p>An animated object can be of any nonmagical material. You may animate one Small or smaller object or a corresponding number of larger objects as follows: A Medium object counts as two Small or smaller objects, a Large object as four, a Huge object as eight, a Gargantuan object as 16, and a Colossal object as 32. You can change the designated target or targets as a move action, as if directing an active spell. See the <i>Pathfinder RPG Bestiary</i> for the statistics of animated objects.</p><p>This spell cannot affect objects carried or worn by a creature.</p><p><i>Animate objects</i> can be made permanent with a <i>permanency</i> spell.</p>",PFRPG Core,1,1,0,0,0,NULL,NULL,6,NULL,NULL,6,NULL,NULL,NULL,6,NULL,6,NULL,NULL,,6,Chaos,Objects attack your foes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animate Objects,15,NULL,,,"Animated objects you create with this spell get the maximum number of hit points per level, gain a +4 bonus to their Strength ability scores, and have 1-1/2 times the normal number of construction points.",,1
Animate Plants,transmutation,,,druid 7,1 standard action,V,0,close (25 ft. + 5 ft./2 levels),,,one Large plant per three caster levels or all plants within range; see text,1 round/level or 1 hour/level; see text,0,0,none,no,"You imbue inanimate plants with mobility and a semblance of life. Each animated plant then immediately attacks whomever or whatever you initially designate as though it were an animated object of the appropriate size category. You may animate one Large or smaller plant, or a number of larger plants as follows: a Huge plant counts as two Large or smaller plants, a Gargantuan plant as four, and a Colossal plant as eight. You can change the designated target or targets as a move action, as if directing an active spell. Use the statistics for animated objects (see Pathfinder RPG Bestiary), except that plants smaller than Large don't have hardness. Animate plants cannot affect plant creatures, nor does it affect nonliving vegetable material. Entangle: Alternatively, you may imbue all plants within range with a degree of mobility, which allows them to entwine around creatures in the area. This usage of the spell duplicates the effect of an entangle spell. Spell resistance does not keep creatures from being entangled. This effect lasts 1 hour per caster level.","<p>You imbue inanimate plants with mobility and a semblance of life. Each animated plant then immediately attacks whomever or whatever you initially designate as though it were an animated object of the appropriate size category. You may animate one Large or smaller plant, or a number of larger plants as follows: a Huge plant counts as two Large or smaller plants, a Gargantuan plant as four, and a Colossal plant as eight. You can change the designated target or targets as a move action, as if directing an active spell.</p><p>Use the statistics for animated objects (see <i>Pathfinder RPG</i> Bestiary), except that plants smaller than Large don't have hardness.</p><p><i>Animate plants</i> cannot affect plant creatures, nor does it affect nonliving vegetable material.</p><p><i>Entangle</i>: Alternatively, you may imbue all plants within range with a degree of mobility, which allows them to entwine around creatures in the area. This usage of the spell duplicates the effect of an <i>entangle</i> spell. Spell resistance does not keep creatures from being <i>entangle</i>d. This effect lasts 1 hour per caster level.</p>",PFRPG Core,1,0,0,0,0,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,7,Plant,One or more plants animate and fight for you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animate Plants,16,NULL,Verdant,,"Animated plants you create with this spell get the maximum number of hit points per level, gain a +4 bonus to their Strength ability scores, and have 1-1/2 times the normal number of construction points.",,1
Animate Rope,transmutation,,,"bard 1, sorcerer/wizard 1",1 standard action,"V, S",0,medium (100 ft. + 10 ft./level),,,"one rope-like object, length up to 50 ft. + 5 ft./level; see text",1 round/level,0,0,none,no,"You can animate a nonliving rope-like object. The maximum length assumes a rope with a 1-inch diameter. Reduce the maximum length by 50% for every additional inch of thickness, and increase it by 50% for each reduction of the rope's diameter by half. The possible commands are ""coil"" (form a neat, coiled stack), ""coil and knot,"" ""loop,"" ""loop and knot,"" ""tie and knot,"" and the opposites of all of the above (""uncoil,"" and so forth). You can give one command each round as a move action, as if directing an active spell. The rope can enwrap only a creature or an object within 1 foot of it - it does not snake outward - so it must be thrown near the intended target. Doing so requires a successful ranged touch attack roll (range increment 10 feet). A typical 1-inch-diameter hemp rope has 2 hit points, AC 10, and requires a DC 23 Strength check to burst it. The rope does not deal damage, but it can be used as a trip line or to cause a single opponent that fails a Reflex saving throw to become entangled. A creature capable of spellcasting that is bound by this spell must make a concentration check with a DC of 15 + the spell's level to cast a spell. An entangled creature can slip free with a DC 20 Escape Artist check. The rope itself and any knots tied in it are not magical. The spell cannot affect objects carried or worn by a creature.","<p>You can animate a nonliving rope-like object. The maximum length assumes a rope with a 1-inch diameter. Reduce the maximum length by 50% for every additional inch of thickness, and increase it by 50% for each reduction of the rope's diameter by half.</p><p>The possible commands are ""coil"" (form a neat, coiled stack), ""coil and knot,"" ""loop,"" ""loop and knot,"" ""tie and knot,"" and the opposites of all of the above (""uncoil,"" and so forth). You can give one command each round as a move action, as if directing an active spell.</p><p>The rope can enwrap only a creature or an object within 1 foot of it - it does not snake outward - so it must be thrown near the intended target. Doing so requires a successful ranged touch attack roll (range increment 10 feet). A typical 1-inch-diameter hemp rope has 2 hit points, AC 10, and requires a DC 23 Strength check to burst it. The rope does not deal damage, but it can be used as a trip line or to cause a single opponent that fails a Reflex saving throw to become entangled. A creature capable of spellcasting that is bound by this spell must make a concentration check with a DC of 15 + the spell's level to cast a spell. An entangled creature can slip free with a DC 20 Escape Artist check.</p><p>The rope itself and any knots tied in it are not magical.</p><p>The spell cannot affect objects carried or worn by a creature.</p>",PFRPG Core,1,1,0,0,0,1,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,1,Artifice,Makes a rope move at your command.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animate Rope,17,NULL,,Trickery,,,0
Antilife Shell,abjuration,,,"cleric 6/oracle 6, druid 6",1 round,"V, S, DF",0,10 ft.,"10-ft.-radius emanation, centered on you",,,1 min./level,1,0,none,yes,"You bring into being a mobile, hemispherical energy field that prevents the entrance of most types of living creatures. The effect hedges out animals, aberrations, dragons, fey, giants, humanoids, magical beasts, monstrous humanoids, oozes, plants, and vermin, but not constructs, elementals, outsiders, or undead. This spell may be used only defensively, not aggressively. Forcing an abjuration barrier against creatures that the spell keeps at bay collapses the barrier.","<p>You bring into being a mobile, hemispherical energy field that prevents the entrance of most types of living creatures.</p><p>The effect hedges out animals, aberrations, dragons, fey, giants, humanoids, magical beasts, monstrous humanoids, oozes, plants, and vermin, but not constructs, elementals, outsiders, or undead.</p><p>This spell may be used only defensively, not aggressively. Forcing an abjuration barrier against creatures that the spell keeps at bay collapses the barrier.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,,6,"Animal, Souls",10-ft.-radius field hedges out living creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antilife Shell,18,NULL,,Animals,,,0
Antimagic Field,abjuration,,,"cleric/oracle 8, sorcerer/wizard 6",1 standard action,"V, S, M/DF (pinch of powdered iron or iron filings)",0,10 ft.,"10-ft.-radius emanation, centered on you",,,10 min./level (D),1,0,none,see text,"An invisible barrier surrounds you and moves with you. The space within this barrier is impervious to most magical effects, including spells, spell-like abilities, and supernatural abilities. Likewise, it prevents the functioning of any magic items or spells within its confines. An antimagic field suppresses any spell or magical effect used within, brought into, or cast into the area, but does not dispel it. Time spent within an antimagic field counts against the suppressed spell's duration. Summoned creatures of any type wink out if they enter an antimagic field. They reappear in the same spot once the field goes away. Time spent winked out counts normally against the duration of the conjuration that is maintaining the creature. If you cast antimagic field in an area occupied by a summoned creature that has spell resistance, you must make a caster level check (1d20 + caster level) against the creature's spell resistance to make it wink out. (The effects of instantaneous conjurations are not affected by an antimagic field because the conjuration itself is no longer in effect, only its result.) A normal creature can enter the area, as can normal missiles. Furthermore, while a magic sword does not function magically within the area, it is still a sword (and a masterwork sword at that). The spell has no effect on golems and other constructs that are imbued with magic during their creation process and are thereafter self-supporting (unless they have been summoned, in which case they are treated like any other summoned creatures). Elementals, undead, and outsiders are likewise unaffected unless summoned. These creatures' spell-like or supernatural abilities may be temporarily nullified by the field. Dispel magic does not remove the field. Two or more antimagic fields sharing any of the same space have no effect on each other. Certain spells, such as wall of force, prismatic sphere, and prismatic wall, remain unaffected by antimagic field. Artifacts and deities are unaffected by mortal magic such as this. Should a creature be larger than the area enclosed by the barrier, any part of it that lies outside the barrier is unaffected by the field.","<p>An invisible barrier surrounds you and moves with you. The space within this barrier is impervious to most magical effects, including spells, spell-like abilities, and supernatural abilities.</p><p>Likewise, it prevents the functioning of any magic items or spells within its confines.</p><p>An <i>antimagic field</i> suppresses any spell or magical effect used within, brought into, or cast into the area, but does not dispel it.</p><p>Time spent within an <i>antimagic field</i> counts against the suppressed spell's duration.</p><p>Summoned creatures of any type wink out if they enter an <i>antimagic field</i>. They reappear in the same spot once the field goes away. Time spent winked out counts normally against the duration of the conjuration that is maintaining the creature. If you cast <i>antimagic field</i> in an area occupied by a summoned creature that has spell resistance, you must make a caster level check (1d20 + caster level) against the creature's spell resistance to make it wink out.</p><p>(The effects of instantaneous conjurations are not affected by an <i>antimagic field</i> because the conjuration itself is no longer in effect, only its result.) A normal creature can enter the area, as can normal missiles.</p><p>Furthermore, while a magic sword does not function magically within the area, it is still a sword (and a masterwork sword at that). The spell has no effect on golems and other constructs that are imbued with magic during their creation process and are thereafter self-supporting (unless they have been summoned, in which case they are treated like any other summoned creatures). Elementals, undead, and outsiders are likewise unaffected unless summoned. These creatures' spell-like or supernatural abilities may be temporarily nullified by the field.</p><p><i>Dispel magic</i> does not remove the field.</p><p>Two or more <i>antimagic field</i>s sharing any of the same space have no effect on each other. Certain spells, such as <i>wall of force</i>, <i>prismatic sphere</i>, and <i>prismatic wall</i>, remain unaffected by <i>antimagic field</i>.</p><p>Artifacts and deities are unaffected by mortal magic such as this.</p><p>Should a creature be larger than the area enclosed by the barrier, any part of it that lies outside the barrier is unaffected by the field.</p>",PFRPG Core,1,1,1,0,1,6,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,,6,"Magic, Protection",Negates magic within 10 ft.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antimagic Field,19,NULL,,,Select a number of spell schools equal to half your tier. Spells and effects of the chosen schools are unaffected by the antimagic field.,,1
Antipathy,enchantment,compulsion,"mind-affecting, emotion","druid 9, sorcerer/wizard 8, witch 8, summoner 6",1 hour,"V, S, M/DF (a lump of alum soaked in vinegar)",0,close (25 ft. + 5 ft./2 levels),,,one location (up to a 10-ft. cube/level) or one object,2 hours/level,1,0,Will partial,yes,"You cause an object or location to emanate magical vibrations that repel either a specific kind of intelligent creature or creatures of a particular alignment, as defined by you. The kind of creature to be affected must be named specifically. A creature subtype is not specific enough. Likewise, the specific alignment to be repelled must be named. Creatures of the designated kind or alignment feel an urge to leave the area or to avoid the affected item. A compulsion forces them to abandon the area or item, shunning it and never willingly returning to it while the spell is in effect. A creature that makes a successful saving throw can stay in the area or touch the item but feels uncomfortable doing so. This distracting discomfort reduces the creature's Dexterity score by 4 points. Antipathy counters and dispels sympathy.","<p>You cause an object or location to emanate magical vibrations that repel either a specific kind of intelligent creature or creatures of a particular alignment, as defined by you. The kind of creature to be affected must be named specifically. A creature subtype is not specific enough. Likewise, the specific alignment to be repelled must be named.</p><p>Creatures of the designated kind or alignment feel an urge to leave the area or to avoid the affected item.</p><p>A compulsion forces them to abandon the area or item, shunning it and never willingly returning to it while the spell is in effect. A creature that makes a successful saving throw can stay in the area or touch the item but feels uncomfortable doing so. This distracting discomfort reduces the creature's Dexterity score by 4 points.</p><p><i>Antipathy</i> counters and dispels <i>sympathy</i>.</p>",PFRPG Core,1,1,1,0,1,8,8,NULL,9,NULL,NULL,NULL,NULL,6,8,NULL,NULL,NULL,NULL,,8,,Object or location affected by spell repels certain creatures.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Antipathy,20,NULL,,Peace,,,0
Antiplant Shell,abjuration,,,druid 4,1 standard action,"V, S, DF",0,10 ft.,"10-ft.-radius emanation, centered on you",,,1 min./level,1,0,none,yes,"The antiplant shell spell creates an invisible, mobile barrier that keeps all creatures within the shell protected from attacks by plant creatures or animated plants. As with many abjuration spells, forcing the barrier against creatures that the spell keeps at bay strains and collapses the field.","<p>The <i>antiplant shell</i> spell creates an invisible, mobile barrier that keeps all creatures within the shell protected from attacks by plant creatures or animated plants. As with many abjuration spells, forcing the barrier against creatures that the spell keeps at bay strains and collapses the field.</p>",PFRPG Core,1,1,0,0,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,4,,Keeps animated plants at bay.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antiplant Shell,21,NULL,,,,,0
